interaction_id,user_id,business_id,interaction_type,distance_km,session_duration_s,device_type,timestamp
INT00329,USR0186,BIZ0075,view,4.971,24,ios,2026-04-18 18:32:04
INT00330,USR0088,BIZ0087,saved_business,2.644,49,android,2026-03-29 19:45:38
INT00331,USR0083,BIZ0046,search_click,2.484,11,android,2026-03-28 09:33:35
INT00332,USR0001,BIZ0082,view,0.459,10,ios,2026-03-20 05:45:00
INT00333,USR0179,BIZ0096,profile_view,2.677,49,android,2026-04-19 13:11:53
INT00334,USR0172,BIZ0058,view,0.305,17,ios,2026-03-05 00:37:28
INT00335,USR0197,BIZ0099,saved_business,0.397,62,android,2026-03-10 05:31:48
INT00336,USR0057,BIZ0097,profile_view,1.942,121,android,2026-02-06 07:34:12
INT00337,USR0158,BIZ0086,inquiry_sent,0.327,186,ios,2026-02-01 12:43:18
INT00338,USR0127,BIZ0107,profile_view,0.388,80,ios,2026-02-08 04:53:12
INT00339,USR0072,BIZ0076,search_click,4.481,52,android,2026-02-04 02:25:16
INT00340,USR0033,BIZ0097,view,0.143,12,ios,2026-02-15 11:38:30
INT00341,USR0174,BIZ0002,saved_business,5.133,47,ios,2026-01-29 09:27:54
INT00342,USR0110,BIZ0088,review_posted,0.506,142,ios,2026-04-15 05:01:12
INT00343,USR0105,BIZ0037,profile_view,0.305,122,android,2026-04-18 18:15:20
INT00344,USR0058,BIZ0005,review_posted,4.017,140,android,2026-03-05 11:39:27
INT00345,USR0086,BIZ0009,search_click,5.386,57,android,2026-04-27 05:55:44
INT00346,USR0109,BIZ0113,review_posted,5.541,144,ios,2026-02-03 20:59:08
INT00347,USR0161,BIZ0013,search_click,0.619,47,ios,2026-04-14 20:44:19
INT00348,USR0064,BIZ0014,view,0.32,6,ios,2026-03-16 23:44:25
INT00349,USR0061,BIZ0111,profile_view,4.331,54,ios,2026-03-22 07:44:26
INT00350,USR0022,BIZ0115,review_posted,2.856,237,android,2026-04-09 15:45:29
INT00351,USR0016,BIZ0108,search_click,2.565,50,ios,2026-02-04 03:20:57
INT00352,USR0174,BIZ0007,view,2.795,17,android,2026-03-25 18:36:52
INT00353,USR0106,BIZ0034,search_click,0.507,10,ios,2026-03-04 18:30:34
INT00354,USR0110,BIZ0103,profile_view,0.398,36,ios,2026-03-16 18:25:20
INT00355,USR0151,BIZ0029,view,4.56,7,android,2026-04-20 14:40:53
INT00356,USR0033,BIZ0088,view,0.926,28,ios,2026-02-14 22:50:12
INT00357,USR0036,BIZ0099,view,2.854,18,ios,2026-02-26 05:24:32
INT00358,USR0139,BIZ0099,view,0.272,15,ios,2026-03-03 09:54:54
INT00359,USR0003,BIZ0070,profile_view,3.506,90,android,2026-03-08 04:53:39
INT00360,USR0051,BIZ0116,profile_view,0.548,47,ios,2026-02-15 06:15:01
INT00361,USR0122,BIZ0095,saved_business,4.917,57,ios,2026-03-25 16:01:30
INT00362,USR0108,BIZ0045,view,4.893,6,ios,2026-02-17 23:09:32
INT00363,USR0001,BIZ0088,profile_view,0.655,84,android,2026-03-13 11:39:15
INT00364,USR0197,BIZ0112,view,2.158,11,ios,2026-02-14 19:12:37
INT00365,USR0002,BIZ0048,view,2.552,8,android,2026-02-24 08:53:13
INT00366,USR0050,BIZ0087,review_posted,0.494,67,android,2026-02-16 00:32:39
INT00367,USR0045,BIZ0033,view,4.413,22,android,2026-02-14 06:53:30
INT00368,USR0006,BIZ0025,view,0.682,26,android,2026-03-04 07:42:55
INT00369,USR0029,BIZ0046,view,2.224,16,ios,2026-03-29 16:48:18
INT00370,USR0135,BIZ0116,saved_business,0.192,23,android,2026-02-11 05:12:57
INT00371,USR0034,BIZ0099,view,0.07,16,ios,2026-03-24 04:16:06
INT00372,USR0163,BIZ0034,view,4.173,11,ios,2026-04-10 06:45:07
INT00373,USR0084,BIZ0034,profile_view,4.073,62,ios,2026-02-17 01:11:43
INT00374,USR0021,BIZ0099,profile_view,5.043,72,ios,2026-04-06 20:04:03
INT00375,USR0166,BIZ0097,search_click,0.754,21,ios,2026-04-03 08:12:50
INT00376,USR0135,BIZ0095,profile_view,0.265,98,ios,2026-03-27 15:33:01
INT00377,USR0150,BIZ0088,view,3.377,19,android,2026-03-05 20:23:10
INT00378,USR0079,BIZ0056,search_click,5.148,33,ios,2026-03-19 18:26:04
INT00379,USR0035,BIZ0097,view,2.009,12,android,2026-03-12 02:11:20
INT00380,USR0160,BIZ0045,search_click,0.208,33,ios,2026-02-26 18:00:23
INT00381,USR0098,BIZ0002,search_click,0.49,14,ios,2026-04-20 08:25:48
INT00382,USR0076,BIZ0099,search_click,0.094,60,ios,2026-04-22 14:42:40
INT00383,USR0026,BIZ0015,search_click,2.561,31,android,2026-03-30 23:28:27
INT00384,USR0065,BIZ0040,inquiry_sent,0.565,130,android,2026-04-02 17:25:49
INT00385,USR0036,BIZ0120,profile_view,2.815,96,android,2026-04-08 12:36:24
INT00386,USR0073,BIZ0099,profile_view,5.421,133,android,2026-03-12 16:46:15
INT00387,USR0132,BIZ0118,saved_business,0.266,44,android,2026-04-04 07:38:52
INT00388,USR0054,BIZ0062,search_click,0.277,58,ios,2026-04-04 05:51:53
INT00389,USR0119,BIZ0046,view,4.723,18,ios,2026-02-17 01:56:43
INT00390,USR0116,BIZ0099,view,2.578,9,ios,2026-04-24 02:53:13
INT00391,USR0003,BIZ0066,profile_view,4.405,87,ios,2026-03-08 12:47:46
INT00392,USR0193,BIZ0052,profile_view,4.877,113,android,2026-03-21 07:12:34
INT00393,USR0009,BIZ0109,view,2.269,15,ios,2026-04-27 10:24:50
INT00394,USR0053,BIZ0112,view,4.0,20,android,2026-02-27 19:32:22
INT00395,USR0116,BIZ0088,view,0.663,26,android,2026-02-01 02:29:24
INT00396,USR0177,BIZ0081,view,0.074,17,ios,2026-02-16 17:58:11
INT00397,USR0075,BIZ0090,view,4.955,21,android,2026-02-13 16:23:09
INT00398,USR0106,BIZ0050,saved_business,4.887,68,ios,2026-04-06 02:25:50
INT00399,USR0100,BIZ0113,inquiry_sent,4.167,112,ios,2026-03-09 02:47:45
INT00400,USR0182,BIZ0091,view,0.518,14,android,2026-03-15 10:35:18
INT00401,USR0176,BIZ0059,view,4.725,19,android,2026-04-13 10:20:27
INT00402,USR0155,BIZ0099,search_click,0.031,41,ios,2026-03-11 20:39:52
INT00403,USR0011,BIZ0097,view,4.566,19,ios,2026-04-02 05:55:33
INT00404,USR0183,BIZ0099,search_click,0.2,21,ios,2026-02-20 15:22:24
INT00405,USR0159,BIZ0097,search_click,2.031,21,android,2026-03-05 15:18:47
INT00406,USR0012,BIZ0034,inquiry_sent,4.523,220,ios,2026-03-30 05:13:16
INT00407,USR0018,BIZ0095,profile_view,4.201,156,ios,2026-04-28 12:48:15
INT00408,USR0142,BIZ0016,search_click,2.711,42,ios,2026-03-07 03:02:59
INT00409,USR0043,BIZ0035,search_click,0.194,14,ios,2026-03-04 12:32:18
INT00410,USR0191,BIZ0051,view,2.795,13,android,2026-04-03 00:53:51
INT00411,USR0035,BIZ0045,profile_view,0.444,47,android,2026-03-19 13:50:52
INT00412,USR0063,BIZ0097,search_click,0.783,27,android,2026-02-13 13:42:53
INT00413,USR0005,BIZ0082,view,2.649,28,ios,2026-02-13 09:06:05
INT00414,USR0172,BIZ0099,profile_view,2.806,121,android,2026-02-17 17:15:17
INT00415,USR0009,BIZ0106,search_click,2.363,13,android,2026-03-05 08:58:41
INT00416,USR0079,BIZ0058,search_click,2.661,34,android,2026-04-22 19:29:41
INT00417,USR0096,BIZ0108,view,4.775,5,android,2026-02-28 13:24:51
INT00418,USR0050,BIZ0092,view,4.611,8,android,2026-04-04 09:06:25
INT00419,USR0012,BIZ0054,view,4.941,22,android,2026-03-26 10:32:12
INT00420,USR0139,BIZ0051,search_click,0.651,16,ios,2026-02-27 07:43:00
INT00421,USR0004,BIZ0052,view,4.512,19,android,2026-02-04 03:50:15
INT00422,USR0072,BIZ0088,search_click,4.368,23,ios,2026-02-25 08:33:22
INT00423,USR0154,BIZ0066,saved_business,3.204,87,android,2026-02-20 21:25:59
INT00424,USR0025,BIZ0080,saved_business,0.426,32,ios,2026-02-13 23:57:26
INT00425,USR0195,BIZ0104,view,4.485,20,android,2026-02-28 09:04:10
INT00426,USR0156,BIZ0108,search_click,4.285,57,android,2026-03-15 12:37:46
INT00427,USR0181,BIZ0118,view,4.191,8,ios,2026-02-19 11:51:30
INT00428,USR0110,BIZ0098,profile_view,3.805,125,ios,2026-02-24 21:55:48
INT00429,USR0039,BIZ0049,profile_view,0.055,143,ios,2026-02-10 07:15:32
INT00430,USR0082,BIZ0088,profile_view,0.628,136,ios,2026-04-06 18:25:56
INT00431,USR0059,BIZ0099,view,5.067,22,android,2026-04-20 19:34:03
INT00432,USR0171,BIZ0118,inquiry_sent,4.732,116,ios,2026-03-17 03:37:18
INT00433,USR0047,BIZ0058,view,0.609,7,android,2026-02-02 21:47:35
INT00434,USR0037,BIZ0110,view,4.723,22,android,2026-02-19 11:40:20
INT00435,USR0021,BIZ0056,search_click,0.354,22,android,2026-03-08 09:07:07
INT00436,USR0156,BIZ0034,view,3.974,25,android,2026-02-22 16:27:42
INT00437,USR0124,BIZ0009,saved_business,5.34,36,ios,2026-03-09 22:36:52
INT00438,USR0130,BIZ0082,search_click,4.512,60,ios,2026-01-31 00:02:03
INT00439,USR0098,BIZ0056,view,0.353,14,android,2026-03-19 23:24:10
INT00440,USR0045,BIZ0035,search_click,0.306,34,ios,2026-02-04 16:37:55
INT00441,USR0035,BIZ0097,view,2.009,5,android,2026-04-16 18:25:02
INT00442,USR0187,BIZ0097,search_click,4.344,35,ios,2026-03-04 18:45:47
INT00443,USR0079,BIZ0088,search_click,3.108,12,android,2026-03-04 20:27:59
INT00444,USR0145,BIZ0023,profile_view,0.781,119,ios,2026-03-27 08:47:55
INT00445,USR0095,BIZ0095,profile_view,0.586,93,android,2026-03-13 05:07:46
INT00446,USR0093,BIZ0087,profile_view,0.212,67,ios,2026-03-24 16:59:00
INT00447,USR0175,BIZ0021,view,5.006,26,android,2026-01-30 07:53:28
INT00448,USR0198,BIZ0012,profile_view,2.61,180,android,2026-03-16 21:16:56
INT00449,USR0049,BIZ0103,view,0.361,27,ios,2026-03-15 06:38:22
INT00450,USR0137,BIZ0090,search_click,2.529,36,android,2026-02-08 01:16:27
INT00451,USR0147,BIZ0099,view,4.672,28,android,2026-04-22 22:04:43
INT00452,USR0102,BIZ0095,view,4.355,20,android,2026-02-06 22:28:58
INT00453,USR0199,BIZ0095,search_click,0.375,56,ios,2026-02-13 13:48:44
INT00454,USR0096,BIZ0028,view,4.442,21,android,2026-03-10 18:40:10
INT00455,USR0055,BIZ0028,view,4.153,29,android,2026-02-21 13:26:33
INT00456,USR0105,BIZ0058,review_posted,0.422,222,android,2026-02-05 09:37:53
INT00457,USR0022,BIZ0049,view,2.522,23,android,2026-03-13 05:30:00
INT00458,USR0173,BIZ0098,view,4.495,5,android,2026-02-06 22:25:14
INT00459,USR0134,BIZ0099,search_click,2.761,58,ios,2026-04-23 02:38:22
INT00460,USR0122,BIZ0098,profile_view,4.972,117,ios,2026-04-12 17:37:56
INT00461,USR0093,BIZ0091,search_click,2.191,32,ios,2026-04-11 18:47:09
INT00462,USR0001,BIZ0059,profile_view,4.478,65,android,2026-03-24 09:21:58
INT00463,USR0136,BIZ0038,profile_view,4.251,124,ios,2026-03-25 20:52:55
INT00464,USR0169,BIZ0103,search_click,2.666,10,ios,2026-01-30 17:09:49
INT00465,USR0093,BIZ0103,saved_business,2.479,71,android,2026-03-24 19:51:01
INT00466,USR0103,BIZ0097,profile_view,4.502,151,android,2026-04-05 07:16:56
INT00467,USR0076,BIZ0082,profile_view,2.956,176,android,2026-02-09 17:25:22
INT00468,USR0023,BIZ0039,profile_view,4.624,149,android,2026-04-19 21:29:05
INT00469,USR0030,BIZ0062,search_click,0.29,20,android,2026-02-07 17:03:24
INT00470,USR0184,BIZ0003,review_posted,2.308,158,ios,2026-02-18 01:15:16
INT00471,USR0066,BIZ0091,saved_business,0.316,32,ios,2026-02-06 08:35:47
INT00472,USR0178,BIZ0045,view,2.755,24,android,2026-03-28 04:15:11
INT00473,USR0097,BIZ0108,profile_view,0.542,173,ios,2026-04-11 23:29:20
INT00474,USR0058,BIZ0035,view,3.969,15,android,2026-04-06 05:37:00
INT00475,USR0030,BIZ0076,view,4.536,17,android,2026-02-26 04:34:04
INT00476,USR0152,BIZ0072,inquiry_sent,0.324,141,ios,2026-04-10 23:52:53
INT00477,USR0033,BIZ0070,profile_view,0.6,131,android,2026-03-18 15:57:18
INT00478,USR0118,BIZ0043,inquiry_sent,2.105,116,ios,2026-03-31 10:00:04
INT00479,USR0038,BIZ0081,view,5.225,30,android,2026-03-24 02:49:25
INT00480,USR0080,BIZ0067,profile_view,3.036,176,ios,2026-03-27 00:22:07
INT00481,USR0056,BIZ0065,profile_view,4.784,115,android,2026-04-13 17:28:23
INT00482,USR0054,BIZ0099,review_posted,5.077,73,android,2026-04-16 07:53:04
INT00483,USR0187,BIZ0050,saved_business,0.026,35,android,2026-03-19 12:47:56
INT00484,USR0087,BIZ0055,search_click,4.923,35,ios,2026-02-04 16:22:49
INT00485,USR0187,BIZ0038,profile_view,0.329,170,ios,2026-02-06 23:27:09
INT00486,USR0083,BIZ0097,search_click,2.344,55,ios,2026-03-11 09:30:45
INT00487,USR0042,BIZ0077,search_click,5.463,19,android,2026-02-17 20:25:01
INT00488,USR0192,BIZ0029,profile_view,0.773,177,android,2026-03-31 06:24:31
INT00489,USR0038,BIZ0049,saved_business,4.35,36,android,2026-02-06 20:42:19
INT00490,USR0122,BIZ0026,view,5.112,25,ios,2026-03-23 14:58:11
INT00491,USR0039,BIZ0087,search_click,2.24,25,ios,2026-03-14 04:40:27
INT00492,USR0177,BIZ0080,view,5.106,29,android,2026-04-09 05:08:27
INT00493,USR0167,BIZ0049,profile_view,0.692,32,android,2026-02-08 17:09:29
INT00494,USR0032,BIZ0064,profile_view,2.243,35,ios,2026-02-22 20:29:16
INT00495,USR0191,BIZ0012,search_click,2.82,51,ios,2026-02-25 01:42:25
INT00496,USR0033,BIZ0013,view,0.728,30,android,2026-03-06 16:45:22
INT00497,USR0180,BIZ0002,search_click,0.558,43,ios,2026-02-03 23:20:05
INT00498,USR0150,BIZ0072,inquiry_sent,0.093,252,android,2026-04-26 03:06:48
INT00499,USR0031,BIZ0026,search_click,0.413,45,ios,2026-04-11 06:21:01
INT00500,USR0032,BIZ0004,search_click,2.535,15,ios,2026-04-15 20:22:28
INT00501,USR0009,BIZ0010,view,2.493,22,android,2026-03-08 07:01:59
INT00502,USR0169,BIZ0001,view,2.795,21,ios,2026-03-29 13:01:21
INT00503,USR0114,BIZ0020,search_click,5.021,32,android,2026-04-01 03:10:18
INT00504,USR0170,BIZ0099,view,0.125,14,android,2026-04-25 09:16:33
INT00505,USR0155,BIZ0074,search_click,4.631,56,ios,2026-02-04 21:51:33
INT00506,USR0066,BIZ0035,profile_view,4.215,146,android,2026-04-24 05:52:54
INT00507,USR0174,BIZ0056,profile_view,5.182,48,ios,2026-04-28 19:13:06
INT00508,USR0179,BIZ0088,profile_view,0.145,160,android,2026-03-07 23:45:54
INT00509,USR0040,BIZ0043,profile_view,4.166,93,android,2026-02-22 12:42:46
INT00510,USR0137,BIZ0014,search_click,3.59,50,android,2026-03-02 20:55:56
INT00511,USR0086,BIZ0099,view,5.326,13,android,2026-02-07 00:48:27
INT00512,USR0057,BIZ0049,view,2.162,10,ios,2026-03-23 05:06:31
INT00513,USR0126,BIZ0013,view,2.622,14,ios,2026-03-24 21:22:15
INT00514,USR0013,BIZ0024,review_posted,3.124,148,ios,2026-03-13 03:15:50
INT00515,USR0033,BIZ0035,profile_view,4.368,62,android,2026-03-04 07:27:06
INT00516,USR0189,BIZ0037,review_posted,0.287,154,android,2026-03-31 06:11:14
INT00517,USR0108,BIZ0097,view,4.228,30,ios,2026-03-15 10:03:27
INT00518,USR0071,BIZ0112,search_click,2.426,24,ios,2026-03-27 10:12:52
INT00519,USR0023,BIZ0112,search_click,4.033,15,android,2026-02-05 02:53:58
INT00520,USR0062,BIZ0112,view,0.209,28,ios,2026-03-20 02:13:38
INT00521,USR0127,BIZ0099,view,4.67,26,android,2026-03-13 09:17:57
INT00522,USR0132,BIZ0093,profile_view,2.626,61,ios,2026-01-30 11:16:01
INT00523,USR0049,BIZ0108,profile_view,1.873,166,ios,2026-02-20 04:46:15
INT00524,USR0190,BIZ0090,review_posted,4.661,195,android,2026-03-24 21:10:09
INT00525,USR0044,BIZ0092,inquiry_sent,4.218,117,android,2026-02-04 23:30:24
INT00526,USR0035,BIZ0069,saved_business,0.602,63,android,2026-03-03 19:32:06
INT00527,USR0029,BIZ0045,profile_view,0.138,60,ios,2026-02-25 03:28:00
INT00528,USR0076,BIZ0036,view,0.226,17,android,2026-04-22 07:02:38
INT00529,USR0165,BIZ0069,inquiry_sent,0.082,288,ios,2026-02-03 09:26:07
INT00530,USR0002,BIZ0084,view,2.66,5,ios,2026-04-19 08:03:58
INT00531,USR0048,BIZ0052,view,0.652,11,android,2026-03-17 20:05:27
INT00532,USR0040,BIZ0053,review_posted,0.334,228,ios,2026-02-18 13:36:29
INT00533,USR0102,BIZ0049,search_click,0.659,44,ios,2026-02-08 00:01:24
INT00534,USR0113,BIZ0089,search_click,0.412,57,ios,2026-01-29 17:47:32
INT00535,USR0182,BIZ0029,view,3.871,17,ios,2026-04-06 04:07:05
INT00536,USR0009,BIZ0023,view,4.934,26,ios,2026-02-08 21:50:01
INT00537,USR0126,BIZ0073,profile_view,2.496,113,ios,2026-03-15 09:15:24
INT00538,USR0190,BIZ0099,search_click,4.579,16,android,2026-02-09 13:40:09
INT00539,USR0089,BIZ0066,profile_view,4.764,117,ios,2026-04-27 02:20:58
INT00540,USR0189,BIZ0002,search_click,4.682,15,ios,2026-02-20 12:22:35
INT00541,USR0040,BIZ0097,view,3.956,8,ios,2026-04-28 16:50:15
INT00542,USR0064,BIZ0091,search_click,4.22,60,android,2026-04-02 07:42:55
INT00543,USR0129,BIZ0083,view,4.663,25,android,2026-02-18 20:42:44
INT00544,USR0034,BIZ0052,view,2.495,9,ios,2026-01-30 19:23:27
INT00545,USR0052,BIZ0011,view,4.101,14,android,2026-02-18 04:16:36
INT00546,USR0110,BIZ0062,search_click,3.843,29,android,2026-02-22 10:48:50
INT00547,USR0072,BIZ0111,profile_view,4.513,42,android,2026-02-01 21:33:46
INT00548,USR0014,BIZ0090,view,2.394,13,android,2026-03-09 00:00:09
INT00549,USR0065,BIZ0112,search_click,0.689,16,android,2026-03-31 16:26:21
INT00550,USR0198,BIZ0101,view,4.102,16,ios,2026-02-19 15:52:01
INT00551,USR0071,BIZ0032,search_click,4.491,18,android,2026-02-01 21:53:11
INT00552,USR0168,BIZ0099,view,2.988,8,android,2026-04-23 23:34:09
INT00553,USR0159,BIZ0046,profile_view,2.145,81,android,2026-02-02 03:52:27
INT00554,USR0050,BIZ0054,profile_view,0.06,173,ios,2026-04-19 18:15:16
INT00555,USR0115,BIZ0087,view,4.262,20,ios,2026-03-17 08:34:11
INT00556,USR0129,BIZ0099,view,0.173,9,ios,2026-02-02 07:24:14
INT00557,USR0145,BIZ0007,saved_business,3.598,65,ios,2026-03-31 20:10:55
INT00558,USR0132,BIZ0115,view,0.242,17,ios,2026-03-06 07:04:34
INT00559,USR0070,BIZ0031,view,5.011,23,android,2026-04-18 08:13:01
INT00560,USR0132,BIZ0059,profile_view,4.052,107,android,2026-02-24 21:23:16
INT00561,USR0069,BIZ0074,view,4.144,12,ios,2026-02-01 17:40:41
INT00562,USR0038,BIZ0111,view,4.967,30,android,2026-03-28 00:51:17
INT00563,USR0064,BIZ0118,view,4.193,25,ios,2026-03-27 03:50:14
INT00564,USR0095,BIZ0044,review_posted,0.541,127,android,2026-03-06 23:15:46
INT00565,USR0157,BIZ0038,saved_business,4.862,16,ios,2026-02-17 22:53:10
INT00566,USR0072,BIZ0025,saved_business,4.219,89,android,2026-04-04 06:03:47
INT00567,USR0177,BIZ0049,profile_view,2.46,171,android,2026-04-12 17:37:55
INT00568,USR0057,BIZ0044,view,4.159,29,ios,2026-02-12 05:25:40
INT00569,USR0060,BIZ0097,search_click,0.041,40,android,2026-03-14 20:31:06
INT00570,USR0118,BIZ0027,inquiry_sent,0.578,185,android,2026-03-28 11:58:52
INT00571,USR0006,BIZ0041,inquiry_sent,4.648,235,android,2026-02-04 11:15:47
INT00572,USR0019,BIZ0056,search_click,4.921,35,android,2026-04-04 09:44:43
INT00573,USR0036,BIZ0097,inquiry_sent,0.474,156,ios,2026-01-31 01:59:19
INT00574,USR0004,BIZ0099,profile_view,4.718,93,android,2026-02-22 07:22:49
INT00575,USR0161,BIZ0080,profile_view,4.687,57,ios,2026-04-15 23:07:04
INT00576,USR0022,BIZ0030,search_click,0.534,38,android,2026-02-25 21:11:38
INT00577,USR0123,BIZ0022,view,0.419,25,android,2026-01-31 03:03:05
INT00578,USR0012,BIZ0014,view,0.735,18,android,2026-01-29 07:51:24
INT00579,USR0058,BIZ0002,search_click,4.05,51,ios,2026-02-18 13:09:09
INT00580,USR0176,BIZ0049,inquiry_sent,0.949,88,ios,2026-02-13 11:29:23
INT00581,USR0029,BIZ0034,saved_business,2.438,24,ios,2026-02-08 20:52:49
INT00582,USR0022,BIZ0107,profile_view,4.538,165,ios,2026-03-24 04:24:11
INT00583,USR0174,BIZ0056,inquiry_sent,5.182,219,ios,2026-03-01 13:45:19
INT00584,USR0027,BIZ0037,search_click,2.549,26,android,2026-04-10 05:10:17
INT00585,USR0039,BIZ0099,view,2.727,19,ios,2026-04-12 12:53:09
INT00586,USR0029,BIZ0077,saved_business,5.336,26,ios,2026-04-28 17:56:57
INT00587,USR0047,BIZ0099,search_click,2.58,40,ios,2026-03-24 09:00:27
INT00588,USR0163,BIZ0045,inquiry_sent,4.674,122,ios,2026-03-07 21:32:49
INT00589,USR0128,BIZ0072,search_click,5.255,24,ios,2026-02-05 17:51:23
INT00590,USR0184,BIZ0055,search_click,0.63,57,android,2026-04-02 11:55:26
INT00591,USR0061,BIZ0048,view,4.749,16,ios,2026-04-25 09:41:32
INT00592,USR0029,BIZ0007,view,2.482,29,android,2026-02-24 17:47:18
INT00593,USR0037,BIZ0099,search_click,3.05,36,android,2026-02-17 04:26:06
INT00594,USR0058,BIZ0007,view,0.385,27,android,2026-03-04 04:33:27
INT00595,USR0007,BIZ0095,search_click,3.675,16,android,2026-03-13 03:11:16
INT00596,USR0153,BIZ0103,view,4.367,7,android,2026-02-05 03:42:12
INT00597,USR0146,BIZ0099,search_click,5.407,40,android,2026-04-06 13:09:13
INT00598,USR0179,BIZ0112,search_click,0.661,38,android,2026-02-24 00:39:48
INT00599,USR0040,BIZ0007,profile_view,3.474,74,android,2026-01-30 04:42:58
INT00600,USR0109,BIZ0092,inquiry_sent,4.774,272,ios,2026-04-21 22:36:24
INT00601,USR0129,BIZ0040,view,2.892,13,android,2026-03-17 03:41:04
INT00602,USR0033,BIZ0097,search_click,0.143,35,android,2026-04-13 05:51:11
INT00603,USR0144,BIZ0082,view,3.897,20,ios,2026-03-28 23:04:27
INT00604,USR0104,BIZ0099,view,0.287,25,ios,2026-02-15 17:51:37
INT00605,USR0028,BIZ0014,search_click,3.915,31,android,2026-02-19 18:37:37
INT00606,USR0042,BIZ0072,view,0.314,29,ios,2026-02-15 02:46:08
INT00607,USR0052,BIZ0088,view,3.167,23,android,2026-03-20 22:55:09
INT00608,USR0124,BIZ0005,view,0.354,5,ios,2026-04-06 20:52:11
INT00609,USR0102,BIZ0066,view,2.624,16,android,2026-04-02 10:58:51
INT00610,USR0025,BIZ0045,inquiry_sent,5.012,188,android,2026-01-31 08:24:09
INT00611,USR0098,BIZ0062,inquiry_sent,0.389,101,android,2026-03-31 15:10:12
INT00612,USR0021,BIZ0104,view,0.688,11,android,2026-04-08 09:54:21
INT00613,USR0042,BIZ0119,search_click,5.293,48,ios,2026-03-10 11:47:58
INT00614,USR0034,BIZ0046,search_click,2.507,37,android,2026-04-19 09:06:39
INT00615,USR0199,BIZ0093,view,4.681,24,android,2026-04-25 10:33:22
INT00616,USR0146,BIZ0087,search_click,4.896,19,ios,2026-03-19 11:03:22
INT00617,USR0023,BIZ0066,search_click,4.529,28,android,2026-02-04 08:28:19
INT00618,USR0148,BIZ0048,view,2.529,29,ios,2026-02-21 10:24:05
INT00619,USR0122,BIZ0116,profile_view,5.01,65,android,2026-04-26 16:04:21
INT00620,USR0125,BIZ0005,inquiry_sent,0.299,279,android,2026-03-09 21:25:48
INT00621,USR0132,BIZ0099,saved_business,2.856,67,ios,2026-02-21 20:56:58
INT00622,USR0175,BIZ0005,saved_business,0.229,46,android,2026-02-12 03:05:48
INT00623,USR0027,BIZ0038,view,4.713,7,android,2026-03-05 03:48:14
INT00624,USR0119,BIZ0092,view,1.032,22,ios,2026-02-08 00:56:22
INT00625,USR0047,BIZ0097,review_posted,0.234,170,android,2026-03-06 08:31:35
INT00626,USR0017,BIZ0043,saved_business,2.733,75,android,2026-02-23 06:31:57
INT00627,USR0010,BIZ0073,review_posted,2.453,114,ios,2026-03-21 08:34:06
INT00628,USR0154,BIZ0099,view,3.107,30,ios,2026-04-27 06:56:01
INT00629,USR0055,BIZ0007,inquiry_sent,3.693,235,ios,2026-02-22 12:06:51
INT00630,USR0163,BIZ0025,view,3.953,7,ios,2026-04-17 20:35:53
INT00631,USR0116,BIZ0103,search_click,0.245,26,android,2026-04-13 23:13:42
INT00632,USR0024,BIZ0107,search_click,4.311,29,android,2026-02-16 02:13:47
INT00633,USR0108,BIZ0062,search_click,0.231,54,ios,2026-03-02 03:22:40
INT00634,USR0178,BIZ0076,inquiry_sent,0.309,288,android,2026-02-05 05:18:33
INT00635,USR0171,BIZ0077,view,0.063,28,ios,2026-01-30 11:53:08
INT00636,USR0118,BIZ0110,search_click,4.453,60,ios,2026-02-21 20:53:46
INT00637,USR0185,BIZ0001,search_click,2.714,18,ios,2026-03-27 17:18:06
INT00638,USR0149,BIZ0013,view,0.904,18,android,2026-03-24 07:16:48
INT00639,USR0056,BIZ0046,saved_business,2.146,88,android,2026-03-03 12:59:46
INT00640,USR0094,BIZ0002,inquiry_sent,4.634,282,android,2026-04-02 03:46:02
INT00641,USR0167,BIZ0120,search_click,3.176,44,ios,2026-03-17 07:17:21
INT00642,USR0196,BIZ0045,review_posted,4.73,155,android,2026-03-19 23:11:24
INT00643,USR0042,BIZ0072,search_click,0.314,54,ios,2026-03-27 06:54:50
INT00644,USR0180,BIZ0085,review_posted,3.842,82,android,2026-02-06 06:51:37
INT00645,USR0005,BIZ0084,search_click,0.209,58,android,2026-03-27 05:39:24
INT00646,USR0129,BIZ0078,view,0.084,18,android,2026-02-18 06:39:42
INT00647,USR0117,BIZ0073,view,4.081,8,ios,2026-04-26 07:17:35
INT00648,USR0119,BIZ0053,inquiry_sent,0.725,249,ios,2026-01-29 21:40:10
INT00649,USR0096,BIZ0099,search_click,5.159,52,ios,2026-02-25 21:13:09
INT00650,USR0107,BIZ0092,view,0.524,6,android,2026-01-31 13:56:07
INT00651,USR0096,BIZ0099,search_click,5.159,30,ios,2026-02-13 13:19:46
INT00652,USR0147,BIZ0119,view,0.56,11,ios,2026-04-13 18:54:36
INT00653,USR0148,BIZ0056,review_posted,4.787,104,ios,2026-04-20 14:15:09
INT00654,USR0133,BIZ0023,view,0.618,9,android,2026-03-27 01:09:18
INT00655,USR0101,BIZ0099,profile_view,0.608,171,android,2026-04-24 14:26:06
INT00656,USR0053,BIZ0012,view,4.802,29,android,2026-01-31 17:19:47
INT00657,USR0182,BIZ0073,saved_business,0.052,18,android,2026-04-27 17:25:01
